frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	33.42900000	2.84700000	-29.19400000	2.02000000	-0.08910000	-0.11190000	0.98970000	-32.57400000	3.25400000	-33.42600000	2.10000000	-0.03630000	-0.10620000	0.99370000	709.99000000	418.30000000	40.00000000	33.00000000	38.00000000	34.00000000	747.65000000	308.29000000	835.21000000	339.51000000
0	33.42900000	2.84700000	-29.19400000	2.02000000	-0.08800000	-0.11180000	0.98980000	-32.57400000	3.25300000	-33.42600000	2.06000000	-0.03600000	-0.10810000	0.99350000	709.06000000	419.05000000	40.00000000	33.00000000	38.00000000	34.00000000	746.28000000	308.10000000	834.74000000	341.77000000
1	33.42900000	2.84700000	-29.19400000	2.02000000	-0.08740000	-0.11010000	0.99010000	-32.57500000	3.25300000	-33.42600000	2.06000000	-0.03540000	-0.10730000	0.99360000	708.37000000	417.56000000	40.00000000	33.00000000	38.00000000	34.00000000	745.59000000	306.11000000	834.06000000	340.78000000
2	33.42900000	2.84700000	-29.19400000	2.00000000	-0.08790000	-0.10980000	0.99010000	-32.57500000	3.25300000	-33.42600000	2.08000000	-0.03600000	-0.10530000	0.99380000	709.01000000	416.30000000	39.00000000	33.00000000	38.00000000	34.00000000	746.23000000	305.78000000	834.76000000	338.44000000
3	33.42900000	2.84700000	-29.19400000	2.00000000	-0.08920000	-0.11000000	0.98990000	-32.57500000	3.25300000	-33.42600000	2.02000000	-0.03640000	-0.10620000	0.99370000	710.07000000	417.05000000	39.00000000	33.00000000	38.00000000	34.00000000	747.75000000	305.99000000	835.31000000	339.44000000
4	33.42900000	2.84700000	-29.19400000	2.00000000	-0.08860000	-0.10900000	0.99010000	-32.57500000	3.25300000	-33.42500000	2.04000000	-0.03750000	-0.10760000	0.99350000	710.27000000	416.86000000	39.00000000	33.00000000	38.00000000	34.00000000	747.09000000	304.76000000	836.52000000	341.13000000
4	33.42900000	2.84700000	-29.19400000	2.00000000	-0.08820000	-0.10950000	0.99010000	-32.57500000	3.25300000	-33.42500000	2.04000000	-0.03790000	-0.10330000	0.99390000	710.28000000	414.64000000	39.00000000	33.00000000	38.00000000	34.00000000	746.59000000	305.37000000	837.14000000	336.05000000
5	33.42900000	2.84700000	-29.19400000	2.00000000	-0.08870000	-0.10930000	0.99000000	-32.57600000	3.25300000	-33.42500000	2.02000000	-0.03970000	-0.10490000	0.99370000	711.57000000	415.12000000	38.00000000	33.00000000	36.00000000	34.00000000	747.23000000	305.13000000	839.26000000	337.99000000
6	33.42900000	2.84700000	-29.19400000	1.98000000	-0.08890000	-0.10810000	0.99020000	-32.57600000	3.25300000	-33.42500000	2.02000000	-0.03740000	-0.10220000	0.99410000	710.48000000	413.37000000	39.00000000	32.00000000	38.00000000	32.00000000	747.49000000	303.67000000	836.59000000	334.63000000
7	33.42900000	2.84700000	-29.19400000	1.98000000	-0.08810000	-0.10600000	0.99050000	-32.57600000	3.25200000	-33.42500000	2.00000000	-0.03890000	-0.10030000	0.99420000	710.78000000	410.54000000	39.00000000	32.00000000	38.00000000	32.00000000	746.51000000	301.18000000	838.45000000	332.42000000
