frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	33.20200000	2.28800000	-25.83300000	2.74000000	-0.01060000	-0.25440000	0.96710000	-34.16800000	0.99200000	-23.86200000	2.96000000	0.04320000	-0.25640000	0.96560000	618.35000000	592.80000000	67.00000000	60.00000000	72.00000000	64.00000000	557.23000000	620.89000000	763.54000000	560.87000000
1	33.20200000	2.28700000	-25.83300000	2.74000000	-0.01120000	-0.25440000	0.96700000	-34.16800000	0.99200000	-23.86100000	2.96000000	0.04440000	-0.25540000	0.96580000	617.97000000	592.81000000	67.00000000	60.00000000	72.00000000	64.00000000	557.85000000	620.96000000	762.19000000	559.72000000
1	33.20200000	2.28700000	-25.83300000	2.74000000	-0.00990000	-0.25590000	0.96670000	-34.16800000	0.99200000	-23.86100000	2.88000000	0.04130000	-0.25840000	0.96520000	619.07000000	594.11000000	66.00000000	59.00000000	70.00000000	62.00000000	556.48000000	622.74000000	765.69000000	563.31000000
2	33.20200000	2.28700000	-25.83300000	2.74000000	-0.01050000	-0.25530000	0.96680000	-34.16900000	0.99100000	-23.86000000	2.92000000	0.04190000	-0.25850000	0.96510000	619.07000000	594.25000000	66.00000000	59.00000000	70.00000000	62.00000000	557.12000000	622.06000000	765.04000000	563.47000000
3	33.20200000	2.28700000	-25.83200000	2.74000000	-0.01040000	-0.25560000	0.96670000	-34.16900000	0.99100000	-23.86000000	2.94000000	0.04120000	-0.25810000	0.96530000	619.42000000	593.86000000	67.00000000	59.00000000	72.00000000	62.00000000	557.00000000	622.41000000	765.89000000	562.96000000
4	33.20200000	2.28600000	-25.83200000	2.74000000	-0.00960000	-0.25500000	0.96690000	-34.16900000	0.99100000	-23.85900000	2.94000000	0.04150000	-0.25850000	0.96510000	618.76000000	593.61000000	66.00000000	59.00000000	70.00000000	62.00000000	556.01000000	621.70000000	765.53000000	563.43000000
5	33.20200000	2.28600000	-25.83200000	2.72000000	-0.01040000	-0.25740000	0.96630000	-34.16900000	0.99100000	-23.85800000	2.90000000	0.04520000	-0.26020000	0.96450000	617.09000000	597.56000000	67.00000000	59.00000000	72.00000000	62.00000000	557.04000000	624.52000000	761.13000000	565.44000000
6	33.20200000	2.28600000	-25.83200000	2.66000000	-0.01040000	-0.25900000	0.96580000	-34.16900000	0.99100000	-23.85800000	2.86000000	0.04260000	-0.26210000	0.96410000	618.61000000	598.85000000	66.00000000	59.00000000	70.00000000	62.00000000	557.09000000	626.51000000	764.09000000	567.73000000
6	33.20200000	2.28600000	-25.83100000	2.64000000	-0.00940000	-0.25850000	0.96600000	-34.16900000	0.99000000	-23.85700000	2.82000000	0.04200000	-0.26220000	0.96410000	618.36000000	598.11000000	65.00000000	59.00000000	70.00000000	62.00000000	555.87000000	625.94000000	764.82000000	567.90000000
7	33.20200000	2.28600000	-25.83100000	2.60000000	-0.01140000	-0.25650000	0.96650000	-34.17000000	0.99000000	-23.85700000	2.80000000	0.04120000	-0.26400000	0.96370000	619.96000000	598.67000000	63.00000000	58.00000000	68.00000000	60.00000000	558.12000000	623.44000000	765.64000000	570.08000000
