frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	31.59500000	-0.83900000	-23.69300000	2.18000000	-0.09030000	-0.11090000	0.98970000	-30.17800000	0.19000000	-25.38000000	2.38000000	-0.03480000	-0.10950000	0.99340000	709.29000000	423.69000000	52.00000000	41.00000000	54.00000000	42.00000000	654.16000000	247.43000000	817.25000000	233.91000000
1	31.59600000	-0.83900000	-23.69300000	2.16000000	-0.09120000	-0.11120000	0.98960000	-30.17800000	0.19000000	-25.38000000	2.40000000	-0.03350000	-0.11030000	0.99330000	709.12000000	425.04000000	52.00000000	41.00000000	54.00000000	42.00000000	655.20000000	247.90000000	815.71000000	234.98000000
2	31.59600000	-0.83900000	-23.69300000	2.18000000	-0.09070000	-0.11070000	0.98970000	-30.17800000	0.19000000	-25.38000000	2.38000000	-0.03400000	-0.10870000	0.99350000	709.10000000	423.51000000	52.00000000	41.00000000	54.00000000	42.00000000	654.63000000	247.29000000	816.34000000	232.93000000
2	31.59600000	-0.83900000	-23.69400000	2.18000000	-0.09070000	-0.11080000	0.98970000	-30.17800000	0.19000000	-25.38000000	2.38000000	-0.03350000	-0.10860000	0.99350000	708.83000000	423.63000000	52.00000000	41.00000000	54.00000000	42.00000000	654.62000000	247.37000000	815.75000000	232.80000000
3	31.59600000	-0.83900000	-23.69400000	2.16000000	-0.09110000	-0.10870000	0.98990000	-30.17800000	0.19000000	-25.38000000	2.38000000	-0.03340000	-0.10880000	0.99350000	709.00000000	422.61000000	52.00000000	41.00000000	54.00000000	42.00000000	655.02000000	244.84000000	815.66000000	233.08000000
4	31.59600000	-0.83800000	-23.69400000	2.14000000	-0.09020000	-0.11130000	0.98970000	-30.17800000	0.19000000	-25.38000000	2.36000000	-0.03380000	-0.10600000	0.99380000	708.70000000	422.32000000	52.00000000	41.00000000	54.00000000	42.00000000	654.02000000	248.01000000	816.19000000	229.62000000
4	31.59600000	-0.83800000	-23.69400000	2.16000000	-0.09130000	-0.10600000	0.99020000	-30.17800000	0.19000000	-25.38000000	2.38000000	-0.03340000	-0.10650000	0.99380000	709.15000000	419.69000000	52.00000000	40.00000000	54.00000000	42.00000000	655.26000000	241.47000000	815.72000000	230.29000000
5	31.59700000	-0.83800000	-23.69400000	2.18000000	-0.08970000	-0.10970000	0.98990000	-30.17800000	0.19100000	-25.38000000	2.38000000	-0.03490000	-0.10820000	0.99350000	708.98000000	422.02000000	53.00000000	41.00000000	54.00000000	42.00000000	653.40000000	245.96000000	817.46000000	232.37000000
6	31.59700000	-0.83800000	-23.69400000	2.18000000	-0.09050000	-0.10750000	0.99010000	-30.17800000	0.19100000	-25.38000000	2.34000000	-0.03420000	-0.10490000	0.99390000	709.12000000	419.22000000	53.00000000	40.00000000	54.00000000	40.00000000	654.34000000	243.36000000	816.73000000	228.21000000
7	31.59700000	-0.83800000	-23.69400000	2.16000000	-0.09000000	-0.10640000	0.99020000	-30.17800000	0.19100000	-25.38000000	2.36000000	-0.03440000	-0.10440000	0.99390000	708.89000000	418.12000000	53.00000000	40.00000000	54.00000000	40.00000000	653.76000000	242.07000000	816.90000000	227.65000000
